Trait,Indicator,H2r,pvalue
VOXEL_49_104_127,134.225,0.496024,0.00039992
VOXEL_49_104_128,141.152,0.501955,0.00019996
VOXEL_49_104_129,138.79,0.587909,0.00019996
VOXEL_49_105_82,121.562,0.169879,0.019796
VOXEL_49_105_125,121.936,0.297489,0.0229954
VOXEL_49_105_126,125.586,0.336544,0.0059988
VOXEL_49_105_127,132.061,0.434574,0.00059988
VOXEL_49_105_128,136.164,0.476984,0.00019996
VOXEL_49_106_81,123.48,0.247582,0.0111978
VOXEL_49_106_82,119.543,0.168408,0.0369926
VOXEL_49_106_124,120.687,0.283487,0.0473905
VOXEL_49_106_125,124.418,0.358958,0.0089982
VOXEL_49_106_126,125.488,0.32632,0.00619876
VOXEL_49_106_127,131.201,0.410062,0.00139972
VOXEL_49_106_138,120.013,0.246134,0.0253949
VOXEL_49_107_81,133.154,0.368523,0.00019996
VOXEL_49_107_123,115.684,0.170531,0.176165
VOXEL_49_107_124,120.309,0.268748,0.0589882
VOXEL_49_107_125,126.149,0.357693,0.0079984
VOXEL_49_107_138,121.282,0.206391,0.0283943
VOXEL_49_107_140,115.946,0.163182,0.0935813
VOXEL_49_107_141,135.222,0.397731,0.00019996
VOXEL_49_108_80,137.71,0.576073,0.00039992
VOXEL_49_108_81,139.627,0.533027,0.00019996
VOXEL_49_108_122,112.212,0.0958683,0.279744
VOXEL_49_108_123,115.679,0.167225,0.161368
VOXEL_49_108_124,121.183,0.276014,0.0395921
VOXEL_49_108_138,116.368,0.148644,0.0883823
VOXEL_49_108_139,115.071,0.152623,0.122775
VOXEL_49_108_140,113.342,0.139362,0.189162
VOXEL_49_108_141,109.953,0.0404218,0.387123
VOXEL_49_109_80,132.576,0.480363,0.00119976
VOXEL_49_109_122,118.912,0.226069,0.0853829
VOXEL_49_109_123,122.826,0.294251,0.0387922
VOXEL_49_109_124,127.876,0.373613,0.0059988
VOXEL_49_109_138,114.291,0.093473,0.170966
VOXEL_49_109_139,117.639,0.203329,0.0607878
VOXEL_49_110_78,128.449,0.361238,0.00459908
VOXEL_49_110_79,128.923,0.37302,0.00159968
VOXEL_49_110_80,127.333,0.339255,0.0059988
VOXEL_49_110_121,124.428,0.32191,0.0189962
VOXEL_49_110_122,127.468,0.342567,0.0137972
VOXEL_49_110_123,129.671,0.360043,0.00639872
VOXEL_49_110_137,120.386,0.205866,0.0425915
VOXEL_49_110_138,111.94,0.0692405,0.262148
VOXEL_49_111_76,135.82,0.398338,0.00259948
VOXEL_49_111_77,135.87,0.441137,0.00059988
VOXEL_49_111_78,133.002,0.427388,0.00059988
VOXEL_49_111_79,126.181,0.305806,0.00619876
VOXEL_49_111_118,130.694,0.390643,0.00159968
VOXEL_49_111_119,136.472,0.506768,0.00019996
VOXEL_49_111_121,133.921,0.473691,0.00219956
VOXEL_49_111_122,131.458,0.370784,0.004999
VOXEL_49_111_123,133.269,0.334266,0.0009998
VOXEL_49_111_137,118.552,0.168668,0.0807838
VOXEL_49_112_63,121.594,0.22803,0.0607878
VOXEL_49_112_64,113.219,0.103041,0.262547
VOXEL_49_112_67,114.678,0.125232,0.154769
VOXEL_49_112_68,120.75,0.265671,0.039792
VOXEL_49_112_69,129.312,0.41493,0.00319936
VOXEL_49_112_70,126.224,0.386031,0.0105979
VOXEL_49_112_71,118.89,0.236224,0.054789
VOXEL_49_112_72,109.607,0.0417777,0.364927
VOXEL_49_112_73,111.297,0.0673319,0.279744
VOXEL_49_112_74,125.206,0.31238,0.0069986
VOXEL_49_112_75,118.904,0.197153,0.10198
VOXEL_49_112_76,126.821,0.247162,0.0181964
VOXEL_49_112_77,130.785,0.35679,0.00119976
VOXEL_49_112_78,130.427,0.398441,0.00479904
VOXEL_49_112_79,126.549,0.361186,0.0079984
VOXEL_49_112_116,136.615,0.40382,0.00019996
VOXEL_49_112_117,139.224,0.447368,0.00019996
VOXEL_49_112_118,137.402,0.450286,0.00039992
VOXEL_49_112_120,140.416,0.545729,0.00039992
VOXEL_49_112_121,139.787,0.513745,0.00039992
VOXEL_49_112_122,137.459,0.394986,0.00079984
VOXEL_49_112_123,136.697,0.341972,0.00039992
VOXEL_49_112_136,116.109,0.154461,0.105379
VOXEL_49_112_137,113.628,0.104703,0.222755
VOXEL_49_113_61,108.65,0.0252775,0.422715
VOXEL_49_113_62,108.97,0.0293493,0.396121
VOXEL_49_113_63,112.81,0.0886707,0.19796
VOXEL_49_113_64,111.142,0.0584933,0.276145
VOXEL_49_113_66,108.898,0.0244418,0.402919
VOXEL_49_113_67,114.783,0.130034,0.143371
VOXEL_49_113_68,120.995,0.255788,0.0187962
VOXEL_49_113_69,122.561,0.296634,0.0225955
VOXEL_49_113_70,122.379,0.318945,0.0265947
VOXEL_49_113_71,122.198,0.305126,0.0167966
VOXEL_49_113_72,118.392,0.194853,0.0579884
VOXEL_49_113_76,124.334,0.247035,0.0225955
VOXEL_49_113_77,131.004,0.383641,0.00359928
VOXEL_49_113_79,122.733,0.307299,0.0355929
VOXEL_49_113_115,128.763,0.33227,0.0009998
VOXEL_49_113_116,132.536,0.405168,0.00019996
VOXEL_49_113_117,135.749,0.422549,0.00039992
VOXEL_49_113_120,140.223,0.559981,0.00039992
VOXEL_49_113_121,140.517,0.518923,0.00039992
VOXEL_49_113_122,138.233,0.386409,0.00039992
VOXEL_49_113_136,135.244,0.464021,0.00079984
VOXEL_49_114_62,108.099,0.0105637,0.453709
VOXEL_49_114_63,110.761,0.0534543,0.307339
VOXEL_49_114_64,108.233,0.011661,0.435113
VOXEL_49_114_79,116.234,0.180299,0.131974
VOXEL_49_114_113,129.384,0.383016,0.00179964
VOXEL_49_114_114,124.734,0.277354,0.00379924
VOXEL_49_114_115,124.64,0.308731,0.00339932
VOXEL_49_114_116,131.641,0.403023,0.00039992
VOXEL_49_114_120,132.373,0.46689,0.0029994
VOXEL_49_114_121,132.792,0.401536,0.00159968
VOXEL_49_114_122,132.179,0.3617,0.0009998
VOXEL_49_114_136,131.922,0.327838,0.00259948
VOXEL_49_115_55,116.717,0.104005,0.107179
VOXEL_49_115_57,115.209,0.127459,0.184163
VOXEL_49_115_58,107.97,0.00862537,0.457509
VOXEL_49_115_78,115.472,0.156913,0.126975
VOXEL_49_115_112,130.392,0.396122,0.00139972
VOXEL_49_115_113,128.495,0.329475,0.0019996
VOXEL_49_115_114,118.908,0.224024,0.0367926
VOXEL_49_115_119,133.73,0.500561,0.0009998
VOXEL_49_115_120,129.793,0.410758,0.00319936
VOXEL_49_115_121,128.203,0.331383,0.00339932
VOXEL_49_115_122,129.071,0.36276,0.00179964
VOXEL_49_115_136,121.875,0.259859,0.0423915
VOXEL_49_116_54,108.527,0.0191077,0.428714
VOXEL_49_116_55,118.664,0.144428,0.0867826
VOXEL_49_116_56,121.376,0.111492,0.0559888
VOXEL_49_116_57,112.057,0.0795529,0.311138
VOXEL_49_116_58,110.489,0.0684907,0.362927
VOXEL_49_116_59,121.632,0.345557,0.0145971
VOXEL_49_116_60,113.505,0.15486,0.203159
VOXEL_49_116_110,127.436,0.399782,0.00239952
VOXEL_49_116_111,129.56,0.387623,0.00159968
VOXEL_49_116_112,134.883,0.442245,0.00039992
VOXEL_49_116_113,122.28,0.259353,0.0323935
VOXEL_49_116_119,133.901,0.43384,0.00059988
VOXEL_49_116_120,134.272,0.451673,0.00019996
VOXEL_49_116_121,132.754,0.420213,0.00039992
VOXEL_49_116_122,130.875,0.433684,0.00079984
VOXEL_49_116_136,117.053,0.16966,0.142172
VOXEL_49_117_56,110.225,0.0567747,0.378124
VOXEL_49_117_57,115.082,0.0958326,0.24815
VOXEL_49_117_103,117.616,0.191561,0.0803839
VOXEL_49_117_108,138.222,0.47103,0.00019996
VOXEL_49_117_109,134.561,0.537227,0.00019996
VOXEL_49_117_110,133.861,0.447988,0.00019996
VOXEL_49_117_111,134.387,0.411296,0.00039992
VOXEL_49_117_112,121.992,0.219561,0.0393921
VOXEL_49_117_119,136.469,0.428098,0.00019996
VOXEL_49_117_120,135.298,0.407493,0.00019996
VOXEL_49_117_121,135.391,0.462959,0.00019996
VOXEL_49_117_132,118.789,0.19977,0.0707858
VOXEL_49_117_136,125.505,0.231994,0.0371926
VOXEL_49_118_52,121.213,0.342171,0.0327934
VOXEL_49_118_102,118.842,0.251089,0.064987
VOXEL_49_118_103,123.699,0.309867,0.0145971
VOXEL_49_118_106,151.815,0.622388,0.00019996
VOXEL_49_118_107,143.613,0.544134,0.00019996
VOXEL_49_118_108,142.067,0.626037,0.00019996
VOXEL_49_118_109,137.481,0.596136,0.00019996
VOXEL_49_118_110,133.743,0.472628,0.00019996
VOXEL_49_118_111,130.578,0.368668,0.00139972
VOXEL_49_118_119,144.058,0.527568,0.00019996
VOXEL_49_118_120,141.446,0.515771,0.00019996
VOXEL_49_118_121,136.59,0.551537,0.00019996
VOXEL_49_118_122,132.233,0.514258,0.00159968
VOXEL_49_118_136,121.56,0.381779,0.0885823
VOXEL_49_119_103,130.472,0.254033,0.00119976
VOXEL_49_119_104,136.755,0.374903,0.00019996
VOXEL_49_119_105,153.355,0.520808,0.00019996
VOXEL_49_119_106,151.498,0.520848,0.00019996
VOXEL_49_119_107,146.088,0.578193,0.00019996
VOXEL_49_119_108,136.211,0.548141,0.00039992
VOXEL_49_119_109,135.5,0.556467,0.00019996
VOXEL_49_119_119,143.758,0.637035,0.00019996
VOXEL_49_119_120,137.732,0.589282,0.00019996
VOXEL_49_119_121,133.947,0.57672,0.00019996
VOXEL_49_119_122,128.242,0.459771,0.00359928
VOXEL_49_119_135,110.981,0.0920226,0.397121
VOXEL_49_120_85,107.985,0.0113173,0.466507
VOXEL_49_120_104,146.578,0.389815,0.00019996
VOXEL_49_120_105,149.061,0.330461,0.00019996
VOXEL_49_120_106,146.594,0.435374,0.00019996
VOXEL_49_120_118,145.003,0.71364,0.00019996
VOXEL_49_120_119,137.572,0.634891,0.00019996
VOXEL_49_120_120,131.505,0.555684,0.00059988
VOXEL_49_120_121,131.071,0.536014,0.00119976
VOXEL_49_120_122,128.721,0.455703,0.00239952
VOXEL_49_120_134,110.048,0.0440104,0.346331
VOXEL_49_120_135,114,0.13684,0.235753
VOXEL_49_120_136,108.186,0.0197792,0.442312
VOXEL_49_121_77,126.617,0.294292,0.00719856
VOXEL_49_121_103,133.819,0.364889,0.00019996
VOXEL_49_121_118,137.818,0.63063,0.00019996
VOXEL_49_121_119,129.684,0.497049,0.00219956
VOXEL_49_121_121,131.118,0.506971,0.00059988
VOXEL_49_121_122,132.749,0.506904,0.00019996
VOXEL_49_121_132,114.678,0.151436,0.143571
VOXEL_49_121_135,115.378,0.132164,0.143371
VOXEL_49_122_77,128.771,0.38089,0.00519896
VOXEL_49_122_118,129.704,0.479447,0.0009998
VOXEL_49_122_119,127.086,0.430047,0.00539892
VOXEL_49_122_120,129.726,0.459525,0.00179964
VOXEL_49_122_121,133.237,0.498536,0.00059988
VOXEL_49_122_122,134.499,0.510001,0.00039992
VOXEL_49_122_123,138.012,0.5141,0.00019996
VOXEL_49_122_136,113.056,0.133726,0.285343
VOXEL_49_123_77,123.219,0.326163,0.0289942
VOXEL_49_123_102,118.638,0.221753,0.069986
VOXEL_49_123_118,125.87,0.4023,0.00719856
VOXEL_49_123_119,126.951,0.407323,0.00579884
VOXEL_49_123_120,131.676,0.462077,0.00179964
VOXEL_49_123_121,133.421,0.487477,0.00079984
VOXEL_49_123_122,136.559,0.533621,0.00039992
VOXEL_49_124_77,113.607,0.106621,0.206159
VOXEL_49_124_101,115.044,0.15879,0.177764
VOXEL_49_124_118,124.987,0.381347,0.0115977
VOXEL_49_124_119,128.084,0.419732,0.00519896
VOXEL_49_124_120,131.151,0.455459,0.00119976
VOXEL_49_124_121,134.238,0.480458,0.00079984
VOXEL_49_124_122,135.098,0.462811,0.00039992
VOXEL_49_125_77,110.029,0.0496352,0.363727
VOXEL_49_125_118,126.904,0.403669,0.00739852
VOXEL_49_125_119,126.966,0.384531,0.00919816
VOXEL_49_125_120,129.978,0.381224,0.00239952
VOXEL_49_125_121,136.986,0.428692,0.00059988
VOXEL_49_126_77,112.229,0.108356,0.318736
VOXEL_49_126_99,114.963,0.156541,0.19956
VOXEL_49_126_118,121.819,0.282649,0.0289942
VOXEL_49_126_119,124.078,0.300109,0.0165967
VOXEL_49_126_120,127.665,0.306306,0.00479904
VOXEL_49_127_77,116.711,0.20362,0.15057
VOXEL_49_127_78,111.356,0.0621412,0.275945
VOXEL_49_127_98,119.996,0.265236,0.0613877
VOXEL_49_127_117,117.707,0.190206,0.0779844
VOXEL_49_127_118,116.116,0.160302,0.103179
VOXEL_49_127_119,120.416,0.201405,0.0393921
VOXEL_49_127_120,128.212,0.292099,0.00279944
VOXEL_49_128_77,115.597,0.185503,0.170966
VOXEL_49_128_78,117.337,0.184672,0.105979
VOXEL_49_128_79,116.103,0.134974,0.104779
VOXEL_49_128_96,140.256,0.606032,0.00039992
VOXEL_49_128_117,112.375,0.0876325,0.240152
VOXEL_49_128_118,115.556,0.129057,0.121976
VOXEL_49_128_119,119.427,0.176306,0.0459908
VOXEL_49_128_129,112.458,0.0956842,0.218156
VOXEL_49_129_78,117.103,0.202902,0.0725855
VOXEL_49_129_79,114.857,0.121108,0.144571
VOXEL_49_129_80,118.477,0.173483,0.080184
VOXEL_49_129_94,131.653,0.516763,0.0059988
VOXEL_49_129_95,139.012,0.621652,0.00159968
VOXEL_49_129_117,107.259,0,1
VOXEL_49_129_118,112.467,0.0777602,0.232953
VOXEL_49_129_129,122.366,0.271261,0.0305939
VOXEL_49_130_79,112.751,0.107706,0.240752
VOXEL_49_130_80,113.691,0.118405,0.20076
VOXEL_49_130_81,122.977,0.28941,0.0263947
VOXEL_49_130_82,124.599,0.241865,0.0223955
VOXEL_49_130_83,127.728,0.288984,0.0123975
VOXEL_49_130_84,118.819,0.223549,0.113377
VOXEL_49_130_92,121.511,0.2741,0.0383923
VOXEL_49_130_93,120.548,0.272435,0.0555889
VOXEL_49_131_76,118.988,0.199144,0.111178
VOXEL_49_131_77,119.639,0.203199,0.10158
VOXEL_49_131_85,117.972,0.201928,0.0831834
VOXEL_49_131_86,109.155,0.029744,0.391322
VOXEL_49_131_87,107.615,0.00193499,0.463307
VOXEL_49_131_88,107.626,0.00200249,0.466507
VOXEL_49_131_89,111.776,0.068418,0.281344
VOXEL_49_131_90,109.799,0.0422636,0.369326
VOXEL_49_131_91,111.695,0.0834721,0.276745
VOXEL_49_132_76,122.986,0.292773,0.0545891
VOXEL_49_132_77,127.995,0.369189,0.0135973
VOXEL_49_132_101,134.666,0.468433,0.00039992
VOXEL_49_132_102,121.642,0.224263,0.0471906
VOXEL_49_132_103,121.788,0.220325,0.0469906
VOXEL_49_133_75,113.327,0.0995399,0.233953
VOXEL_49_133_76,118.576,0.196129,0.107379
VOXEL_49_133_77,123.072,0.265653,0.0571886
VOXEL_49_133_100,131.135,0.322197,0.0059988
VOXEL_49_133_101,116.307,0.149335,0.137772
VOXEL_49_133_102,127.938,0.310328,0.0079984
VOXEL_49_133_103,129.865,0.425715,0.004999
VOXEL_49_133_115,107.82,0.00542287,0.472106
VOXEL_49_134_75,118.053,0.165273,0.0995801
VOXEL_49_134_76,117.178,0.197989,0.114577
VOXEL_49_134_77,114.291,0.113871,0.206759
VOXEL_49_134_100,113.633,0.0983744,0.208158
VOXEL_49_134_101,122.955,0.265308,0.0273945
VOXEL_49_134_102,123.62,0.329835,0.0235953
VOXEL_49_134_103,130.03,0.451332,0.00379924
VOXEL_49_134_113,115.096,0.119017,0.160768
VOXEL_49_134_114,109.574,0.0355333,0.389722
VOXEL_49_135_74,121.513,0.253226,0.0359928
VOXEL_49_135_75,113.242,0.0987656,0.209558
VOXEL_49_135_76,115.343,0.123678,0.162967
VOXEL_49_135_99,110.788,0.0532164,0.333533
VOXEL_49_135_100,120.535,0.213815,0.0385923
VOXEL_49_135_101,119.503,0.201014,0.0511898
VOXEL_49_135_102,123.661,0.301312,0.0159968
VOXEL_49_135_103,131.418,0.456675,0.00179964
VOXEL_49_135_113,113.774,0.105051,0.209158
VOXEL_49_136_73,111.445,0.0693815,0.285343
VOXEL_49_136_74,111.001,0.0661443,0.29814
VOXEL_49_136_76,109.158,0.0286376,0.408718
VOXEL_49_136_98,113.332,0.123047,0.203159
VOXEL_49_136_99,110.526,0.0600475,0.319136
VOXEL_49_136_100,117.826,0.196484,0.0717856
VOXEL_49_136_101,124.491,0.31578,0.00679864
VOXEL_49_136_112,116.189,0.175056,0.118976
VOXEL_49_136_113,114.949,0.129837,0.163167
VOXEL_49_136_126,110.841,0.0657459,0.319936
VOXEL_49_136_127,109.386,0.0411986,0.383123
VOXEL_49_137_72,119.172,0.203518,0.0833833
VOXEL_49_137_73,116.519,0.188333,0.0931814
VOXEL_49_137_74,114.128,0.134424,0.180564
VOXEL_49_137_98,121.269,0.294833,0.0231954
VOXEL_49_137_99,117.018,0.203657,0.084983
VOXEL_49_137_100,122.793,0.290933,0.0105979
VOXEL_49_137_101,124.52,0.311389,0.00659868
VOXEL_49_137_111,126.657,0.338282,0.0039992
VOXEL_49_137_112,116.551,0.180755,0.111378
VOXEL_49_137_127,116.323,0.141155,0.0987802
VOXEL_49_138_70,123.677,0.278636,0.014797
VOXEL_49_138_71,121.774,0.269683,0.0273945
VOXEL_49_138_72,123.505,0.28136,0.0173965
VOXEL_49_138_73,127.007,0.313123,0.0159968
VOXEL_49_138_74,120.185,0.230447,0.0563887
VOXEL_49_138_98,122.749,0.329598,0.0171966
VOXEL_49_138_99,123.703,0.338864,0.0137972
VOXEL_49_138_100,125.448,0.327892,0.00619876
VOXEL_49_138_101,125.552,0.328476,0.00419916
VOXEL_49_138_108,126.092,0.245017,0.0039992
VOXEL_49_138_110,131.532,0.375344,0.00059988
VOXEL_49_138_111,131.22,0.383527,0.0009998
VOXEL_49_139_64,118.413,0.231103,0.128974
VOXEL_49_139_65,123.821,0.270719,0.0519896
VOXEL_49_139_66,123.485,0.237482,0.0539892
VOXEL_49_139_67,111.959,0.0670045,0.271946
VOXEL_49_139_68,117.993,0.166792,0.0645871
VOXEL_49_139_69,116.093,0.127924,0.105779
VOXEL_49_139_70,122.008,0.276861,0.0253949
VOXEL_49_139_71,127.997,0.400138,0.0059988
VOXEL_49_139_72,130.946,0.400016,0.00159968
VOXEL_49_139_73,124.228,0.334663,0.0281944
VOXEL_49_139_99,129.434,0.397984,0.00059988
VOXEL_49_139_100,129.495,0.346008,0.0009998
VOXEL_49_139_101,124.931,0.303515,0.00539892
VOXEL_49_139_102,120.947,0.239938,0.0227954
VOXEL_49_139_106,124.493,0.261609,0.00559888
VOXEL_49_139_107,129.263,0.322348,0.00059988
VOXEL_49_139_110,132.23,0.339892,0.00179964
VOXEL_49_140_63,108.742,0.0313809,0.426315
VOXEL_49_140_65,108.291,0.0151343,0.44771
VOXEL_49_140_66,119.229,0.224426,0.0743851
VOXEL_49_140_67,121.414,0.207351,0.0375925
VOXEL_49_140_68,119.189,0.16743,0.0473905
VOXEL_49_140_69,122.345,0.251156,0.0183963
VOXEL_49_140_70,124.72,0.285319,0.00719856
VOXEL_49_140_71,124.871,0.287486,0.0079984
VOXEL_49_140_72,124.52,0.318768,0.0173965
VOXEL_49_140_99,130.014,0.333839,0.00079984
VOXEL_49_140_100,122.112,0.225718,0.0109978
VOXEL_49_140_101,120.985,0.227648,0.0189962
VOXEL_49_140_102,114.912,0.137707,0.146971
VOXEL_49_140_103,117.465,0.180226,0.0933813
VOXEL_49_140_104,111.397,0.0825224,0.293341
VOXEL_49_140_125,109.582,0.0387811,0.35113
VOXEL_49_141_65,112.951,0.106779,0.222356
VOXEL_49_141_67,112.188,0.0883081,0.268746
VOXEL_49_141_68,117.386,0.20757,0.0965807
VOXEL_49_141_69,110.851,0.068582,0.306539
VOXEL_49_141_71,110.822,0.064298,0.310138
VOXEL_49_141_100,118.227,0.158458,0.0515897
VOXEL_49_141_101,118.451,0.189018,0.0603879
VOXEL_49_141_102,116.785,0.17333,0.0965807
VOXEL_49_141_103,117.547,0.179746,0.109378
VOXEL_49_141_104,112.849,0.0919574,0.239552
VOXEL_49_141_105,109.794,0.0474088,0.377924
VOXEL_49_141_125,119.946,0.211231,0.039992
VOXEL_49_142_63,112.406,0.105906,0.282743
VOXEL_49_142_64,114.489,0.108222,0.170966
VOXEL_49_142_65,111.009,0.0683791,0.320136
VOXEL_49_142_66,112.74,0.101452,0.24975
VOXEL_49_142_67,117.738,0.206695,0.0785843
VOXEL_49_142_68,112.829,0.102959,0.209758
VOXEL_49_142_69,110.194,0.0565266,0.342532
VOXEL_49_142_70,111.783,0.0911076,0.252549
VOXEL_49_142_71,109.16,0.0384716,0.387123
VOXEL_49_142_78,110.108,0.0376362,0.35193
VOXEL_49_142_86,108.136,0.0132021,0.443711
VOXEL_49_142_103,119.803,0.238535,0.0741852
VOXEL_49_142_104,123.256,0.292554,0.0377924
VOXEL_49_142_105,114.649,0.137831,0.164767
VOXEL_49_143_64,119.011,0.144156,0.0555889
VOXEL_49_143_65,124.71,0.236346,0.00959808
VOXEL_49_143_66,128.032,0.234665,0.00219956
VOXEL_49_143_67,126.229,0.214694,0.00159968
VOXEL_49_143_71,125.379,0.352988,0.0193961
VOXEL_49_143_77,114.034,0.0951048,0.212957
VOXEL_49_143_78,111.992,0.0870197,0.259348
VOXEL_49_143_88,112.28,0.0907725,0.243951
VOXEL_49_143_90,108.184,0.0121898,0.438912
VOXEL_49_144_125,115.577,0.148618,0.167766
VOXEL_49_144_126,109.363,0.0280212,0.385723
VOXEL_49_145_75,112.642,0.107188,0.220156
VOXEL_49_145_125,113.874,0.132047,0.217756
VOXEL_49_145_126,121.364,0.256248,0.0575885
VOXEL_49_146_69,116.09,0.135712,0.169566
VOXEL_49_146_70,118.261,0.167276,0.126775
VOXEL_49_146_75,110.285,0.0455488,0.315737
VOXEL_49_146_119,117.468,0.189171,0.059788
VOXEL_49_146_125,116.987,0.195472,0.104179
VOXEL_49_147_67,121.784,0.195497,0.0615877
VOXEL_49_147_68,112.367,0.0628134,0.290542
VOXEL_49_147_69,113.013,0.0879498,0.268146
VOXEL_49_147_70,108.725,0.0206569,0.432314
VOXEL_49_147_113,129.323,0.409806,0.00439912
VOXEL_49_147_125,112.396,0.101475,0.245351
VOXEL_49_148_68,118.372,0.133775,0.095181
VOXEL_49_148_84,112.882,0.0846307,0.170366
VOXEL_49_148_113,118.63,0.191964,0.0815837
VOXEL_49_148_125,115.882,0.2008,0.130774
VOXEL_49_149_69,111.921,0.0638403,0.274145
VOXEL_49_149_84,115.773,0.115563,0.112178
VOXEL_49_149_124,109.71,0.0333694,0.356329
VOXEL_49_150_88,111.449,0.0697371,0.271546
VOXEL_49_150_123,109.043,0.0220169,0.390722
VOXEL_49_150_124,113.073,0.0732781,0.217357
VOXEL_49_151_84,125.032,0.292138,0.00839832
VOXEL_49_151_86,111.687,0.0911071,0.229554
VOXEL_49_151_87,111.143,0.0694235,0.285743
VOXEL_49_151_88,116.692,0.1642,0.0971806
VOXEL_49_151_89,108.206,0.0125304,0.429314
VOXEL_49_151_112,109.067,0.02736,0.396921
VOXEL_49_152_80,115.461,0.159689,0.120776
VOXEL_49_152_81,124.363,0.244558,0.0135973
VOXEL_49_152_82,113.228,0.0920602,0.208758
VOXEL_49_152_83,112.758,0.0982123,0.241352
VOXEL_49_152_85,112.76,0.0652144,0.217556
VOXEL_49_152_88,110.673,0.0594493,0.320736
VOXEL_49_152_89,111.328,0.0727212,0.266147
VOXEL_49_152_103,109.174,0.0372886,0.388922
VOXEL_49_152_112,118.066,0.135104,0.0681864
VOXEL_49_152_123,110.466,0.0491319,0.338332
VOXEL_49_153_86,118.529,0.114599,0.0835833
VOXEL_49_153_103,108.636,0.0237873,0.424315
VOXEL_49_153_123,114.313,0.117796,0.189762
VOXEL_49_154_82,115.017,0.126564,0.133173
VOXEL_49_154_113,112.8,0.100479,0.221156
VOXEL_49_155_81,112.534,0.110874,0.268146
VOXEL_49_155_101,116.668,0.115623,0.0971806
VOXEL_49_155_113,119.978,0.233784,0.0371926
VOXEL_49_156_83,117.294,0.169736,0.14977
VOXEL_49_156_99,109.124,0.0276852,0.387922
VOXEL_49_156_101,111.842,0.076514,0.279744
VOXEL_49_157_100,110.318,0.0259556,0.332134
VOXEL_49_158_100,113.789,0.103416,0.172166
VOXEL_49_158_101,109.131,0.0319401,0.383723
VOXEL_49_158_112,109.179,0.0382361,0.39952
VOXEL_49_159_96,116.06,0.13051,0.127774
VOXEL_49_159_97,113.216,0.0779432,0.236953
VOXEL_49_159_98,114.954,0.112304,0.169366
VOXEL_49_159_101,112.448,0.107253,0.233353
VOXEL_49_159_102,118.784,0.22458,0.0555889
VOXEL_49_160_102,120.249,0.210519,0.0545891
VOXEL_49_160_103,120.3,0.201794,0.0465907
VOXEL_49_160_104,111.973,0.0850687,0.24895
VOXEL_49_160_109,120.871,0.298298,0.0215957
VOXEL_49_160_110,110.872,0.0620034,0.287143
VOXEL_49_160_111,115.921,0.161164,0.104379
VOXEL_49_160_112,110.674,0.0712974,0.324935
VOXEL_49_161_104,108.69,0.0255827,0.414717
VOXEL_49_161_107,108.553,0.0216359,0.429314
VOXEL_49_161_108,116.628,0.19402,0.0791842
VOXEL_49_162_103,108.87,0.0276318,0.412917
VOXEL_49_162_114,117.092,0.231771,0.138172
VOXEL_49_163_103,108.336,0.0158978,0.434913
VOXEL_49_163_104,110.831,0.0567641,0.304939
VOXEL_50_52_117,107.878,0.00657981,0.446511
VOXEL_50_53_117,112.396,0.0918039,0.209958
VOXEL_50_54_106,120.115,0.255839,0.0369926
VOXEL_50_55_117,112.059,0.101035,0.259348
VOXEL_50_56_117,114.586,0.176768,0.136173
VOXEL_50_57_117,110.829,0.0761478,0.304339
VOXEL_50_57_118,109.622,0.0473385,0.358728
VOXEL_50_58_117,114.131,0.14732,0.177365
VOXEL_50_58_118,112.259,0.10375,0.261348
VOXEL_50_59_105,111.495,0.0676391,0.30214
VOXEL_50_59_117,113.821,0.100115,0.203559
VOXEL_50_59_118,113.152,0.0934967,0.224955
VOXEL_50_60_103,118.566,0.150578,0.109778
VOXEL_50_60_104,122.432,0.13726,0.0561888
VOXEL_50_60_105,121.165,0.226906,0.04999
VOXEL_50_60_106,119.202,0.16972,0.070186
VOXEL_50_60_108,107.899,0.00792854,0.460708
VOXEL_50_60_109,113.728,0.130293,0.165367
VOXEL_50_60_110,121.59,0.305634,0.0185963
VOXEL_50_60_111,118.255,0.247919,0.0611878
VOXEL_50_60_112,117.274,0.221989,0.0687862
VOXEL_50_60_117,112.76,0.0908303,0.24855
VOXEL_50_60_118,112.797,0.0963926,0.245751
VOXEL_50_61_101,130.209,0.269555,0.025195
VOXEL_50_61_102,123.111,0.208793,0.0573885
VOXEL_50_61_103,117.876,0.12495,0.118576
VOXEL_50_61_104,121.318,0.171876,0.0569886
VOXEL_50_61_105,120.553,0.203289,0.0455909
VOXEL_50_61_106,117.656,0.152978,0.10018
VOXEL_50_61_107,110.379,0.0513853,0.336933
VOXEL_50_61_108,109.655,0.0362919,0.365727
VOXEL_50_61_109,114.95,0.152202,0.104379
VOXEL_50_61_110,114.881,0.144114,0.126175
VOXEL_50_61_111,116.406,0.198548,0.0895821
VOXEL_50_61_112,117.841,0.22811,0.0533893
VOXEL_50_61_113,114.96,0.166978,0.094781
VOXEL_50_61_116,112.237,0.089238,0.268746
VOXEL_50_61_117,115.26,0.143027,0.180964
VOXEL_50_61_118,117.467,0.199725,0.116377
VOXEL_50_62_99,125.266,0.231262,0.0353929
VOXEL_50_62_100,125.819,0.24337,0.059788
VOXEL_50_62_101,121.64,0.202802,0.0917816
VOXEL_50_62_102,121.921,0.192559,0.0595881
